Amm: 0xf7988CD5b09c6AAFFC82c105b8B62941779dCB50
 usd: 0x017340dB6F3aDEDb9Ef74b649Ffbf93b01db4222
stabletoken: 0xad71e1CA2f4DfE6Ec14001E72A5530146d7f665c
10000000000000000000000000	10000000000000000000000000	10000000000000000000000000
0	10100000000000000000000000	9900990099009900990099010	10000000000000000000000000	0.9802
1	10200000000000000000000000	9803921568627450980392157	10000000000000000000000000	0.9611
2	10247087378640776699029127	9759130836800739713361073	10052912621359223300970873	0.9523
3	10247570606414644866985965	9759591053728233206653300	10152429393585355133014035	0.9523
4	10248536994265860044810919	9760511423110342899819922	10351463005734139955189081	0.9523
5	10249020154349528925498162	9760971575570979929045868	10450979845650471074501838	0.9523
6	10249503291876118684756975	9761431706548684461673309	10550496708123881315243025	0.9523
7	10249986406848788413622087	9761891816046465155830559	10650013593151211586377913	0.9523
8	10250469499270696465812197	9762351904067329967440187	10749530500729303534187803	0.9523
9	10250952569145000457970870	9762811970614286150448447	10849047430854999542029130	0.9523
10	10251435616474857269907339	9763272015690340257054608	10948564383525142730092661	0.9523
11	10251918641263423044837200	9763732039298498137940190	11048081358736576955162800	0.9523
12	10252401643513853189623007	9764192041441764942498101	11147598356486146810376993	0.9523
13	10252884623229302375014769	9764652022123145119061684	11247115376770697624985231	0.9523
14	10253367580412924535890343	9765111981345642415133660	11346632419587075464109657	0.9523
15	10253850515067872871495727	9765571919112259877614978	11446149484932127128504273	0.9523
16	10254333427197299845685251	9766031835425999853033572	11545666572802700154314749	0.9523
17	10254816316804357187161671	9766491730289863987773020	11645183683195642812838329	0.9523
18	10255782028463966212468181	9767411455679967821398267	11844217971536033787531819	0.9523
19	10256264850522817680105315	9767871286212207314386014	11943735149477182319894685	0.9523
