Amm: 0xC49233C8a98cdaC0CF1f4a1e8686520e534F1690
 usd: 0x4991D4e4280858Ea643AA6C3e182acF99575e543
stabletoken: 0xbF1d4145bA4E4b5bb0B01640637B1511894DD530
10000000000000000000000000	10000000000000000000000000	500000000000000000000000
0	9950951762661559936835336	9852427487783722709737957	698831133380310180352171	0.990099
1	9872054151258406969932828	9774311040849907891022602	857256907132725890446188	0.990099
2	9846456258643959878366528	9799721377099991223742171	857256907132725890446188	0.995253
3	9833793665154250418367991	9812340097030056639656823	857256907132725890446188	0.997818
4	9791989874354169032875172	9854230766642554483756179	857256907132725890446188	1.006356
5	9892130596098726192000771	9892130596098726192000771	719600026187748950252770	0.999999
6	9944198827913363671793203	9944198827913363671793203	615736193950023882796082	0.999999
7	9971363526039313349912817	9917108133791214172105596	615736193950023882796082	0.994558
8	9962975655357031019390433	9864332332036664375634093	677472500893287961793221	0.990099
9	9885488432222774172865236	9941653723460428473526013	677472500893287961793221	1.005681
10	9869361721926822528196997	9957898560155867211517357	677472500893287961793221	1.00897
11	9887573985986926047261876	9939556762833459486117114	677472500893287961793221	1.005257
12	9954818573545393950939463	9872415268481476201923859	677472500893287961793221	0.991722
13	9956159096963313731003783	9871086020552637386906968	677472500893287961793221	0.991455
14	9950088423406124888167501	9851572696441707810066833	703263656179165291965423	0.990099
15	9900260865033284518328345	9802238480230974770622124	803169552738352538409860	0.990099
16	9849274450676202229969341	9751756881857625970266675	905406321142898431519450	0.990099
17	9829991216689681957122105	9770886645617053370484681	905406321142898431519450	0.993987
18	9823771789732581460116440	9777072591005365183962325	905406321142898431519450	0.995246
19	9755611257398393594819638	9845383069445917570434209	905406321142898431519450	1.009202
20	9844794725240713078594987	9747321510139319879797017	914367810445407045103544	0.990099
21	9837524398519830235929187	9740123166851317065276423	928913836951420107154727	0.990099
22	9828429185548316643298854	9731118005493382815147381	947112679590282963138714	0.990099
23	9773771134619087663399682	9785537526496758910366805	947112679590282963138714	1.001203
24	9737567449842779091867071	9821919561106618990155998	947112679590282963138714	1.008662
25	9749767151360445874085466	9809629576626393365841668	947112679590282963138714	1.006139
26	9838641602807269994750175	9838641602807269994750175	829488273498092827614274	0.999999
27	9823093371864337267268906	9854214443868044744654580	829488273498092827614274	1.003168
28	9828042709967550429178128	9849251925850616364624329	829488273498092827614274	1.002158
29	9835698451249710413573433	9841585635048711223883385	829488273498092827614274	1.000598
30	9805649401069335634000927	9871744810489940443701962	829488273498092827614274	1.00674
31	9821848002273710755511222	9855463917389225775426565	829488273498092827614274	1.003422
32	9896281331583707480570141	9896281331583707480570141	714544531778479196768272	0.999999
33	9926421458673184998751105	9866232720582354159510445	714544531778479196768272	0.993936
34	9896838614792809921405528	9895724079754784836070300	714544531778479196768272	0.999887
35	9880609508326733942857614	9911978012218557437332665	714544531778479196768272	1.003174
36	9945186183520181152862700	9846718993584337775111585	715451484221959895576917	0.990099
37	9865143302851608906121888	9926612384808833242199507	715451484221959895576917	1.00623
38	9954689521394843108992659	9954689521394843108992659	598080693615536502324203	0.999999
39	9847473167694523572060049	9749973433360914427782227	914311472877199797040083	0.990099
40	9774079860998991319051893	9823185725530052766047080	914311472877199797040083	1.005024
41	9764141529007908353947767	9833184155055101263461552	914311472877199797040083	1.007071
42	9877261605348501253148800	9877261605348501253148800	757618746535161124563620	0.999999
43	9921918438157869241302526	9823681621938484397329234	766834131222041625444854	0.990099
44	9901580309704442252469185	9803544861093507180662560	807552163224996443951355	0.990099
45	9898412510689469150995179	9800408426425216981183346	813888775048880657427111	0.990099
46	9853086272154763045874528	9845492335954058237351492	813888775048880657427111	0.999229
47	9907788819718056812573243	9907788819718056812573243	697233692954674923029190	0.999999
48	9935891295454513154190841	9837516134113379360584992	739905884245317243860781	0.990099
49	9931822255493831683619848	9833487381677061072890939	748045631241037306530758	0.990099
50	9918297059688949921954395	9846896925823764354318002	748045631241037306530758	0.992801
51	9926778889160213022505218	9828493949663577250005167	758134926224234224988695	0.990099
52	9827153426575832754275304	9729854877797854212153767	958395831838431858355004	0.990099
53	9775544426534507884663580	9781222664478597588604816	958395831838431858355004	1.00058
54	9783286695210353156886858	9773482029229327485303896	958395831838431858355004	0.998997
55	9774975228252847811024283	9781792226549411234683839	958395831838431858355004	1.000697
56	9764752416073781957944900	9792032877868133357433284	958395831838431858355004	1.002793
57	9799935924463713546787289	9756877742817409783066759	958395831838431858355004	0.995606
58	9783184487769170775612245	9773584135306433396867375	958395831838431858355004	0.999018
59	9795960599031837242004900	9760837207929035827376293	958395831838431858355004	0.996414
60	9810600415897086275703444	9713465758313946807627173	991529782389951177243946	0.990099
61	9761439522173552573081334	9664791606112428290179539	1090099155602028622187711	0.990099
62	9737485810631968019653140	9688566493670114992280812	1090099155602028622187711	0.994976
63	9712304478971305934764176	9713686279270095037808467	1090099155602028622187711	1.000142
64	9717350980133182026369265	9708641681293274349371849	1090099155602028622187711	0.999103
65	9743602643998917850580699	9682484210866547077281586	1090099155602028622187711	0.993727
66	9758050711285021201698519	9661436347806951684850019	1096877954257504688598502	0.990099
67	9721842634850170406833370	9697419446782224405708725	1096877954257504688598502	0.997487
68	9728740066088794129594574	9690544221072430792362710	1096877954257504688598502	0.996073
69	9780290427908185208445405	9780290427908185208445405	956054423644368602282464	0.999999
70	9755355487628756858315394	9805289102538199463057856	956054423644368602282464	1.005118
71	9831080154940061276081006	9831080154940061276081006	854737361538704231171726	0.999999
72	9918236526626949942314112	9918236526626949942314112	681190503623015127855683	0.999999
73	9874160279300795091989748	9962509521375002418484560	681190503623015127855683	1.008947
74	10045550288524520490704226	10045550288524520490704226	428176509550285287493092	0.999999
75	10075628401829268804772802	9975869704781454262151290	468265692816102068613112	0.990099
76	10027096531289234264648204	9927818347811123034305153	565564331650547493163013	0.990099
77	9969193687210660424131497	9985480876584255175908822	565564331650547493163013	1.001633
78	9969193978759176079812269	9985480584559430111899278	565564331650547493163013	1.001633
79	9940930811285061617049919	10013870411973834868220562	565564331650547493163013	1.007337
80	9955254080358737083142067	9999462807785951590623069	565564331650547493163013	1.00444
81	10034680374347205750755394	10034680374347205750755394	451199224453288530520885	0.999999
82	9995857209119801477462364	10073654325858041443149611	451199224453288530520885	1.007782
83	10027982999970080110191747	10041382221689986350336478	451199224453288530520885	1.001336
84	10038691904062873923396615	10030670447666157375126022	451199224453288530520885	0.9992
85	10082248419604482977895889	9982424177826220770193950	456160927514254657308327	0.990099
86	10052200758565557104643480	10012263265330169810303030	456160927514254657308327	0.996026
87	10038751930965569529983418	10025676606297961071556868	456160927514254657308327	0.998697
88	10045004883853971362172621	10019435685141785268599929	456160927514254657308327	0.997454
89	10048579065552692032967285	10015871869459615196369436	456160927514254657308327	0.996745
90	10095089017311854619330716	10095089017311854619330716	330798796029313725295967	0.999999
91	10064512497885993062193085	10125758429815289130526301	330798796029313725295967	1.006085
92	10219310442483376123019596	10219310442483376123019596	83865926477880182519038	0.999999
93	10231589611005898722878121	10207046010476423139171673	83865926477880182519038	0.997601
94	10228525503458954847322604	10210103683520512224291691	83865926477880182519038	0.998198
95	10183353449735792637785975	10255394397860100533909293	83865926477880182519038	1.007074
96	10254052238912283715516638	10152526969220082886650137	116346905991749535483374	0.990099
